ID,Major,Minor,MinorTitle,GroupId,GroupTitle,CID
1969,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",163,Home Visitor,21.163
1970,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",166,Crisis Worker,21.166
1971,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",173,Multisystemic Therapy (MST) Therapist,21.173
1972,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",175,Life Enrichment Assistant (Community and Social Services),21.175
1973,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",177,Home Care Social Worker,21.177
1974,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",178,Psychiatric Social Worker,21.178
1975,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",180,Assessment Specialist,21.18
1976,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",184,Vocational Specialist,21.184
1977,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",185,Mental Health Practitioner,21.185
1978,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",187,Vocational Case Manager,21.187
1979,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",188,Student Services Representative,21.188
1980,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",189,Field Case Manager,21.189
1981,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",190,Community Case Manager,21.19
1982,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",192,Placement Specialist,21.192
1983,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",194,Lead Clinician,21.194
1984,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",195,Assessment Clinician,21.195
1985,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",196,Victim Services Specialist,21.196
1986,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",197,Adult Case Manager,21.197
1987,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",202,Student Services Specialist,21.202
1988,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",207,Substance Abuse Manager,21.207
1989,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",209,Life Coach,21.209
1990,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",210,Healthcare Social Worker,21.21
1991,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",215,Social Services Director (Community and Social Services),21.215
1992,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",217,Bilingual Clinician,21.217
1993,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",218,Counselor Aide,21.218
1994,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",219,Inpatient Social Worker,21.219
1995,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",220,Licensed Master Social Worker (LMSW),21.22
1996,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",223,School Therapist,21.223
1997,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",226,Counselor Case Manager,21.226
1998,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",230,Community Support Supervisor,21.23
1999,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",233,Intensive In-Home Counselor,21.233
2000,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",236,Child Therapist,21.236
2001,21,2000,Religious Workers,240,Pastor,21.24
2002,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",242,Counselor Therapist,21.242
2003,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",245,Student Advisor,21.245
2004,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",250,Adult Therapist,21.25
2005,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",259,Clinical Social Worker,21.259
2006,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",263,Counselor Outpatient,21.263
2007,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",271,Other Topics,21.271
2008,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11100,Volunteer Coordinator,21.111
2009,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",10930,Referral Coordinator,21.1093
2010,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",31467,Health Supervisor (Community and Social Services),21.31467
2011,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",10821,Field Coordinator,21.10821
2012,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30723,Diabetes Educator,21.30723
2013,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",10752,Community Coordinator,21.10752
2014,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",10503,Caseworker,21.10503
2015,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30816,Health Clinician,21.30816
2016,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11224,School Coordinator (Community and Social Services),21.11224
2017,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11338,Residential Assistant (Community and Social Services),21.11338
2018,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30556,Resident Assistant (Community and Social Services),21.30556
2019,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11193,Psychotherapist (Community and Social Services),21.11193
2020,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30715,Intake Coordinator (Community and Social Services),21.30715
2021,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30839,Education Consultant (Community and Social Services),21.30839
2022,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30989,Discharge Planner (Community and Social Services),21.30989
2023,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30197,Consultant (Community and Social Services),21.30197
2024,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1053,Health Coordinator,21.1053
2025,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1056,Activist,21.1056
2026,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1252,Director of Evangelism,21.1252
2027,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1087,College Counselor,21.1087
2028,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1197,Licensed Marriage and Family Therapist (LMFT),21.1197
2029,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1183,Career Specialist,21.1183
2030,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1147,Worship Coordinator,21.1147
2031,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1163,Juvenile Officer,21.1163
2032,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1168,Staff Counselor,21.1168
2033,21,2000,Religious Workers,1031,Church Planter,21.1031
2034,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1241,Certified Alcohol Drug Counselor (CADC),21.1241
2035,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1099,Youth Educator,21.1099
2036,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1166,Career Coordinator,21.1166
2037,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1050,Community Worker,21.105
2038,21,2000,Religious Workers,1073,Clergy,21.1073
2039,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1145,Missions Coordinator,21.1145
2040,21,2000,Religious Workers,1107,Christian Counselor,21.1107
2041,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1195,Visitor Assistant,21.1195
2042,21,2000,Religious Workers,1154,Apostle,21.1154
2043,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1042,Ministry Assistant,21.1042
2044,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1102,Court Coordinator,21.1102
2045,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1207,Activities Director (Community and Social Services),21.1207
2046,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1256,Director of Connections,21.1256
2047,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1203,Social Assistant,21.1203
2048,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1141,Director of Counseling,21.1141
2049,21,2000,Religious Workers,1075,Rabbi,21.1075
2050,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1130,Case Coordinator,21.113
2051,21,2000,Religious Workers,1063,Faith Formation Director,21.1063
2052,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1013,Organizer,21.1013
2053,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1047,Worship Director,21.1047
2054,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1005,Program Coordinator (Community and Social Services),21.1005
2055,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1065,Education Counselor,21.1065
2056,21,2000,Religious Workers,1084,Preacher,21.1084
2057,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1067,Ministry Leader,21.1067
2058,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1269,Children's Service Worker,21.1269
2059,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1112,Marriage and Family Therapist (MFT),21.1112
2060,21,2000,Religious Workers,1071,Vicar,21.1071
2061,21,2000,Religious Workers,1093,Healer,21.1093
2062,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1096,Academic Coordinator,21.1096
2063,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1048,Education Director,21.1048
2064,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1121,National Coordinator,21.1121
2065,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1115,Senior Counselor,21.1115
2066,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1033,Director of Missions,21.1033
2067,21,2000,Religious Workers,1030,Evangelist,21.103
2068,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1165,Family Worker,21.1165
2069,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1017,Program Assistant (Community and Social Services),21.1017
2070,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1148,Faith Formation Coordinator,21.1148
2071,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1157,Admissions Coordinator (Community and Social Services),21.1157
